ciclo,target,s2_norm,s3_norm,s4_norm,s7_norm,s8_norm,s9_norm,s11_norm,s12_norm,s13_norm,s14_norm,s15_norm,s17_norm,s20_norm,s21_norm,s2_norm_mm,s3_norm_mm,s4_norm_mm,s7_norm_mm,s8_norm_mm,s9_norm_mm,s11_norm_mm,s12_norm_mm,s13_norm_mm,s14_norm_mm,s15_norm_mm,s17_norm_mm,s20_norm_mm,s21_norm_mm
1,0,-0.6620509240447107,0.3966197635091474,-0.4901528048360375,-0.30726952603940705,0.11686152122107392,-0.3162188764440007,-0.12671063640278216,-0.1885299519396641,0.039115312835668756,-0.4072872156894158,-0.4118867146634122,-0.5191467791944568,-0.16115069392899803,0.42013086009739564,-0.6620509240447107,0.3966197635091474,-0.4901528048360375,-0.30726952603940705,0.11686152122107392,-0.3162188764440007,-0.12671063640278216,-0.1885299519396641,0.039115312835668756,-0.4072872156894158,-0.4118867146634122,-0.5191467791944568,-0.16115069392899803,0.42013086009739564
2,0,-0.18291243564736037,-2.277759036832886,-1.2135076825404374,-0.1364406986825965,-0.6038895858144068,-0.5715920679755633,-0.4364065425064762,-0.3239428751247495,-0.040918315231024883,-0.46547537036605746,-0.7601928423792278,0.07374055777264124,-0.20347082563907387,-0.30307026784749674,-0.4224816798460355,-0.9405696366618694,-0.8518302436882375,-0.22185511236100178,-0.24351403229666643,-0.443905472209782,-0.2815585894546292,-0.25623641353220683,-0.0009015011976780639,-0.43638129302773665,-0.58603977852132,-0.22270311071090781,-0.18231075978403594,0.05853029612494945
3,0,0.04707403878337651,-0.26893586975777595,0.17827684576471248,0.07800399948867663,-0.5238061294787497,-0.47217197050903037,-0.6084598236752169,0.16354364834168106,-0.44108645555357456,-0.3588931068494386,-0.8637915880587805,0.07374055777264124,-0.6689922744499986,-0.10198507617500517,-0.2659631069695649,-0.7166917143605049,-0.5084612138705875,-0.12190207507777563,-0.33694473135736086,-0.45332763830953143,-0.39052566752815837,-0.11630972624091085,-0.14762981931631022,-0.41055189763497063,-0.6786237150338068,-0.12388855454972479,-0.34453793133935684,0.005025172024964576
4,0,-0.20207797518323695,-1.4541719290002673,-0.05489628816578827,-0.04920895705358863,-0.283555760464495,-0.5750035419082228,-0.05788932393528099,-0.1923988926020926,-0.2810191994238268,-0.44127831594606887,0.10432082846411304,-0.5191467791944568,-0.11883056221889209,0.7806730809557911,-0.24999182402298287,-0.9010617680204456,-0.3950699824443877,-0.10372879557172889,-0.3235974886341444,-0.4837466142092043,-0.307366581629939,-0.1353320178312063,-0.1809771643431894,-0.4182335022127452,-0.4828875791593269,-0.22270311071090781,-0.28811108905924065,0.19893714925767123
5,0,-1.3520103473369214,-0.8235655641469075,-0.04349671272917282,0.11798521440197535,-0.283555760464495,-0.31865564353873216,0.07975330099969687,0.06682013178088066,-0.5211200836202682,-0.27996461981282916,0.18648535089963456,-1.1120341161615548,0.00812983291133551,-0.4152546379384507,-0.4703955286857706,-0.8855625272457379,-0.3247553285013447,-0.05938599357698804,-0.31558914300021457,-0.4507284200751099,-0.22994260510401188,-0.0949015879087889,-0.24900574819860513,-0.390579725732762,-0.3490129931475346,-0.4005693118010372,-0.22886290466512543,0.07609879181844684
6,0,-0.29790567286283776,-0.40721341000274647,0.4383944307271813,-0.1146327632753652,-0.5238061294787497,-0.4317216367359031,-0.5396385112077158,-0.18079207061476313,-0.5211200836202682,-0.6227562240959308,-0.33508074803889054,0.6666278947397393,0.3043707548819267,0.9923417037689402,-0.44164721938194845,-0.8058376743719059,-0.19756370196325704,-0.06859378852671756,-0.35029197407997037,-0.44756062285190873,-0.28155858945462914,-0.10921666835978461,-0.294358137435549,-0.42927580879329014,-0.3466909522960939,-0.2227031107109078,-0.13999062807395005,0.22880594381019573
7,0,-0.06791919843210087,-0.370744608179899,-0.4497361282880972,0.13252383800683754,-0.7640564984930045,-0.4804569786312415,-0.29876391757149834,-0.3239428751247495,-0.681187339750016,-0.6296696682159725,-0.19754448222291024,0.07374055777264124,-0.20347082563907387,-0.15419666980225027,-0.38825750210339877,-0.7436815220587621,-0.23358833429537706,-0.03986269902192398,-0.409401191853261,-0.45226010224895624,-0.2840164934713248,-0.1398918407547796,-0.34961945205190137,-0.4579035029965305,-0.32538431371421056,-0.18035401521325792,-0.14905922772611063,0.17409128472270344
8,0,-0.18291243564736037,0.10638888233568597,-0.7129626883696366,0.0707346876862662,-0.12338884778953907,-0.3946827768955239,-0.5740491674414541,0.05134436913112268,-0.12095194329407902,-0.4378215938860481,0.4865644763163246,-0.5191467791944568,0.1774103597516991,0.22680685126141797,-0.362589368796394,-0.6374227215094561,-0.2935101285546595,-0.026038025683400207,-0.3736496488452957,-0.44506293657977725,-0.32027057771759093,-0.1159873145190418,-0.3210360134571736,-0.45539326435772015,-0.22389071496039364,-0.22270311071090781,-0.1082505292913844,0.18068073054004277
9,0,-0.010422579824471123,-0.20663499997706808,-0.5191699059474094,-0.08555551606568214,-0.5238061294787497,-0.2094884776931848,-0.8493344173114342,-0.03764126610477675,-0.44108645555357456,-0.13074945088958373,-0.05286347532559683,-0.5191467791944568,0.6006116768525179,0.5831156996635355,-0.32345972557729147,-0.5895574191169686,-0.31858343715385395,-0.03265108017032042,-0.39033370224901287,-0.41888799670348914,-0.3790554487835735,-0.10728219802856792,-0.3343749514678848,-0.41932172952792723,-0.2048876883343051,-0.2556412960979688,-0.029488061942061907,0.2253957271093197
10,0,-1.0645272542985547,-0.8630734327883227,-0.10153091495186958,0.08163865538988185,0.2770284338960298,-0.7392416440955522,-1.0902090109476517,-0.0918064353788637,-0.2810191994238268,-0.24943024161619687,-0.008208843567137775,-0.5191467791944568,0.00812983291133551,0.5838212617395776,-0.3975664784494178,-0.616909020484104,-0.29687818493365553,-0.021222106614300195,-0.3235974886345086,-0.45092336144269546,-0.4501708049999813,-0.10573462176359749,-0.329039376263479,-0.40233258073675415,-0.18521980385758838,-0.2819918444076176,-0.025726272456722165,0.26123828057234555
