s2,s3,s4,s7,s8,s9,s11,s12,s13,s14,s15,s17,s20,s21,s2_media_movil,s3_media_movil,s4_media_movil,s7_media_movil,s8_media_movil,s9_media_movil,s11_media_movil,s12_media_movil,s13_media_movil,s14_media_movil,s15_media_movil,s17_media_movil,s20_media_movil,s21_media_movil
-0.8617961657718556,-1.0818981576898064,-1.3381404780655335,1.155036162971985,-1.6433567788266665,-0.1495738256163595,-0.9404196292260942,1.0799886387545188,-1.3369879324695404,-0.21612413524307617,-1.8570110481853073,-2.073094226545578,0.8505455237800581,1.5898144977616853,-1.2779133595517387,-1.6454065096753288,-1.1323627418259583,1.4225131603319432,-1.4398730680785146,-0.3020152309450327,-1.4164965571981738,1.362682024780639,-1.331847725145863,-0.20474181617263937,-1.5859272287995936,-1.5332095830277852,1.244546227397683,1.4704519737221942
-0.08186035594871231,0.7791356499223425,0.008468337556579723,0.13816836773728386,1.033311856183428,-0.6712575665696892,-0.041815584544125414,0.3749378473879003,1.3049401756354644,-0.7550292680988602,0.5987185601154398,-0.7817097857218287,-1.0305884179892537,0.1680825226408039,0.3583750501878409,0.3321312931581786,0.3812989113408612,-0.7142846383376723,0.45480630082509743,-0.5963807371986485,0.4889955381381213,-0.28566127222743914,0.6019114568110607,-0.6014853062074863,0.6166226242383359,0.2326369642479365,-0.4139807391345583,-0.08004271433353706
2.537924030893338,2.9321283107883165,3.336103158338982,-1.5114171667546472,1.033311856183428,0.6569528607011911,1.9051598456001093,-2.092739922395418,1.8611355668147997,0.5948546979553014,2.251869870806475,1.8010590959256698,-2.358447671002911,-3.1982536159819928,2.2635007341972284,2.4792854766775236,2.379587566007712,-2.24832794327218,2.0579965360512307,0.8669740192428771,2.3689676500547634,-2.316544617408862,1.8165040008422522,0.6519231082741088,2.283638963515921,2.503011096459654,-2.3765709828644606,-2.326546440522535
0.3781017883060144,0.5638363838357563,0.825099921287809,-0.9464906138464658,1.033311856183428,0.5863081874471201,1.4184159880640639,-1.1843090950576838,0.7487447844561289,0.6771583028758701,1.3159729191088014,0.5096746551019206,-0.809278542486984,-0.7317010665520112,1.1390371350870059,1.2341120464808641,0.7854369348975956,-1.0931588915424895,0.6977139122205417,0.6106091617627722,1.335408321557613,-1.1813647996580512,0.649855899341381,0.5815114934421385,1.0726962297645442,0.7371645491838843,-1.4712916802989249,-1.1018603454991773
-0.34183895922309343,-0.5240773319200129,1.39951968834775,0.5562140168893434,0.18804807670756757,0.1479489328960618,0.22027726182144772,-0.14029157707248685,-0.5026948457005374,-0.03683857547976233,0.06011119759994465,-0.1360175653099541,0.6292356482777884,-0.3575610730991339,-0.2697735810392976,0.025457837028474508,0.061947820860305675,-0.38045138026909003,0.19570484867388438,0.09021843483345071,0.38266227388945023,-0.28099614968867087,-0.11725518110740403,-0.13713033183941123,0.0699253217177667,0.14854903342531042,-0.19975433929081413,-0.3765250838490241
-1.361755018222606,-0.37402026767782764,-2.2725447799947567,1.493992094716971,-1.5024794822505596,-0.08662761034510978,-1.6143726627375643,2.001978135156984,-1.615085628059208,0.3516134706740684,-0.6998051307015685,-0.7817097857218287,0.4079257727755188,1.3570162796132217,-1.5519205814035397,-1.5778679508289701,-1.730299469556871,1.5563114105896132,-1.7313622017559933,0.29594958406804206,-1.7822829862135865,1.5943831108694988,-1.9391439971650923,0.49044891618232944,-1.431604266526574,-1.449121652205159,1.4518620982142256,1.4097294403225633
-0.8817945198698675,-1.4276818274652687,-0.7237224293534612,1.2567229424954935,-0.9389702959269131,-0.1907832183479078,-0.5660012772752717,1.0799886387545188,-1.197939084671545,-0.39016742717703434,-0.7717972039091038,-0.1360175653099541,-0.2560038537312902,1.3080547496058255,-1.2624035168054657,-0.9731008554914089,-0.7725066802444943,0.81479090978038,-1.0593178102185332,-0.2916779383046761,-0.7827503022760244,0.9233829857195059,-0.7365375637537629,-0.2393205110289446,-1.2604535344311314,-1.0497039807975297,0.6692446858818023,1.0356188320860336
-0.12185706414473596,0.21805271406029386,-0.4981765633705505,0.4206316441913746,-0.9389702959269131,-1.0140653720398631,0.22027726182144772,-0.3572302821083339,-0.22459715011086964,-1.0412570915806376,-0.41450321095327597,-1.4274020061337034,0.4079257727755188,-0.28088546950263577,-0.6377015172998519,0.23394005505252016,-0.626853756296388,0.3340224445392734,-0.1011822319320028,-1.102447232035713,0.16716019167880664,0.03830557073802587,-0.3569773937444698,-1.1798678169949817,-0.25557573487809654,-1.5051802727535926,0.64333020202971,-0.7916157351437725
-1.0617797067522012,-0.3691271025395004,-0.6059497111554926,0.7595875759362322,-0.9389702959269131,-0.40407578951896533,-1.2399543107867417,0.985077955301249,-0.9198413890818773,-0.19253393001107122,-1.2304133739717558,-0.7817097857218287,-0.4219862603580023,0.4064235555070747,-0.859147605400313,-0.41981266168492865,-1.1826357927743614,0.668738859375413,-0.5815995078092112,-0.3021167013021667,-0.9486301945039669,0.8246378919836869,-0.5647366447043455,-0.11286253418387572,-0.659004414976384,-0.7764182056239113,0.5327617375942861,0.7774330603395931
1.6379980964818963,1.6419637693148337,2.3050363424170937,-2.3023143408260243,1.8785756356592884,-0.16678214346035164,2.317020032746006,-2.0791812533306877,2.9735263491734707,-0.6984127755420292,1.7932537007437757,2.4467513163375445,-3.243687173012029,-2.88508458442516,2.3281250789736103,2.1437926355026136,2.3082154625887297,-2.391399339587244,2.543811758842119,-0.2037919251699652,2.0967544935781195,-2.524920090804234,2.6155780429827624,-0.49700543697464816,2.416947735181637,2.08257144234638,-2.459497331191078,-2.367488148648026
-0.4818274379091762,0.1952179434147665,-0.49595443661210015,-0.06520519130973343,-0.09370651645105259,-0.5924615848632095,-1.3897216515670654,0.46984853084101597,-0.22459715011086964,-0.8378570998023738,0.2867529095495171,-0.7817097857218287,0.9612004615312126,0.38609990154171575,-0.8565626316093166,-0.21587701331175355,-0.32343548938927985,0.15871582621499525,0.001378759545746378,-0.6493482636600909,-0.3616705758512773,0.4840839466585496,-0.0852922194156789,-0.6189861218243861,-0.13529138343266228,-0.4400664823332635,0.5534933246758913,0.26991688630089417
0.9180573489527885,0.9340858793028551,1.7783923006638853,-1.387133325114832,1.8785756356592884,-0.12149709650259904,2.6165547143066803,-1.3063371166402609,1.7220867190168043,-0.5191272157787153,1.323972038354062,1.1553668755137951,-0.9199334802381386,-1.1695834292598035,1.4931785444620496,1.675642624997552,1.4973345941825402,-1.7833459052478469,1.944639650731393,0.07763611053996901,1.773501370262139,-1.9200092016193893,1.7685595583191995,-0.30029626944084953,1.873205553215238,1.746219719055732,-1.9412076541497216,-1.2763226242248977
-1.081778060850213,-0.6464064603783065,-0.583728443570964,0.8951699486342009,0.18804807670756757,-0.42445406064990454,-1.5020471571523148,0.15799914235189913,-0.6417436934922096,-0.19620351749159154,-1.4463895935943138,-0.7817097857218287,0.18661589727324912,1.8096794815685657,-0.6135750952500614,-0.5584097042686278,-0.7614361897506693,0.7574961144968481,-0.5330179855271767,-0.34478498650716627,-0.9528835250739343,0.49185915088953547,-0.8524032998644638,-0.44053613858416135,-1.2845049322748079,-0.8605061364465374,1.0026777114450829,1.0804707033470795
0.4780935587960735,-0.08695457956236693,0.005135147418904227,-0.8335053032648038,1.174189152759535,-0.6948057909877402,-0.5285594420801975,-0.8995770446980286,0.8877936322478012,-0.9128215297619018,0.6227159178512691,-0.1360175653099541,0.7952180549045006,-0.5986735133243084,0.34545018123256443,0.04943732534854905,0.2317821691419533,-0.31156515241347704,0.5843570269007039,-0.9828305926164305,0.34863562932989245,-0.6339904217837391,0.9694855161932244,-1.0195797912949371,0.016404805014531742,-0.01962682821998959,-0.0891858748553412,-0.2200035536277057
-1.0017846444581657,-1.4113712770041777,-0.01375293002794885,0.8160802312271274,-0.6572157027682929,-0.58929163157618,-0.041815584544125414,1.0393126315601722,-1.0588902368798727,-0.652805045426807,-1.3690647742232716,-0.7817097857218287,0.3525983038999612,0.949619397853435,-1.0762854038493093,-1.0294196537476716,-0.8587262650316635,1.104576724075928,-0.8568948007235571,-0.40855910601090634,-0.9571368556438714,1.2864850233150327,-1.060162550817072,-0.39678409954193844,-0.9650235656966557,-0.6923302748012374,0.7469881374380303,1.011582829282036
-0.541822500203439,0.41541037463968006,1.1473083012634102,-0.14429490871680692,0.8924345596009148,0.5595900097420394,0.18283542662637345,-0.2216435914608717,0.7487447844561289,0.4208114060212956,1.030670999360509,0.5096746551019206,-1.0305884179892537,-0.649482648237673,0.5574180320989799,0.5653263171879263,0.9690768360303892,-0.742104076510004,0.5681631861375711,0.5409497615411044,0.8079953308841646,-0.8563612627952392,0.3621892441667275,0.5488433042906418,0.7578117173818198,0.6530766183612104,-0.8078808936860381,-0.6789877028659649
-0.30184225102706974,-0.11957568048458596,-1.088151217739644,-0.16689197083311363,-1.0798475925094264,0.2249335127241918,-0.22902476051955,0.5783178833590166,-1.4760367802675358,0.12829286114431993,-0.3851731070539396,-0.7817097857218287,1.0165279304067703,1.1057420124054005,-0.8617325791916034,-0.8397837002442078,-1.0101966232000525,1.0317162907675121,-1.2131592974388392,0.21852770152003606,-0.8252836079755169,0.648918276359163,-1.0281995891326143,0.27384715489726,-0.9548448171212321,-0.7764182056239113,0.9197513631184169,1.172704551427515
-1.4417484346146532,-0.9220547631710035,-1.2725877386911981,1.2567229424954935,-1.5024794822505596,0.37392131721523736,-1.3148379811769169,2.029095473286446,-1.0588902368798727,0.6383655209387911,-1.8650101674306154,-0.7817097857218287,2.067749839042561,0.7473066606530099,-0.9573766094605313,-0.9684809540719606,-1.208553764636373,1.5112704154533783,-1.5370361126352194,0.26951655601593405,-1.3101632929494726,1.711011174336939,-1.6514773419977065,0.5049162570922143,-1.136748904566527,-0.6923302748012374,1.168530408098268,1.111752008431764
-1.361755018222606,-1.4113712770041777,-0.9270470277518685,1.0646479145066297,-1.6433567788266665,0.07005865212875702,-1.6143726627375643,2.001978135156984,-1.0588902368798727,0.5078330519882747,-0.9317795888146955,-1.4274020061337034,1.2378378059090398,1.5325387456775454,-1.818172881882645,-1.6330867725567666,-1.7584315395176537,1.4887499178851855,-1.4560669088342835,0.08651476679542772,-1.4802965157473524,1.6348141728715093,-1.3478292059917254,0.2851643489962059,-1.0661543579947852,-1.5332095830277852,1.493325272377534,1.6062726402845244
-0.8018011034778201,0.0973546406481094,-1.113705675461848,1.2567229424954935,-1.2207248890855331,0.07096435306784946,-1.0527451348113437,0.9715192862365182,-1.0588902368798727,-0.16474991051560084,-1.353066535732703,-1.4274020061337034,1.0165279304067703,0.6382979712025376,-0.7686735227133782,-0.34611423427928906,-1.155415410266019,1.0370152313716512,-1.0188332083254295,0.11903601627982392,-1.0081768224832384,0.8572937497545348,-0.9482921849178367,0.014018379038475252,-0.8655345070397257,-0.9445940672692114,0.7677197245196845,1.076215525817181
